order_id,customer_id,order_date,payment_method
852,398,2026-01-08,Debit Card
853,185,2025-04-23,Debit Card
854,353,2025-07-03,UPI
855,190,2024-08-04,Wallet
856,427,2026-03-06,Net Banking
857,79,2025-05-12,Net Banking
858,12,2024-08-24,Wallet
859,182,2025-02-02,Net Banking
860,92,2025-09-26,Net Banking
861,168,2024-09-09,Debit Card
862,218,2024-09-20,Net Banking
863,368,2024-08-03,UPI
864,273,2025-11-08,Debit Card
865,136,2025-04-21,UPI
866,110,2025-01-28,Debit Card
867,84,2026-03-30,Net Banking
868,183,2025-07-21,Debit Card
869,56,2025-03-02,Credit Card
870,361,2024-10-18,Debit Card
871,475,2025-10-02,UPI
872,40,2025-10-02,Net Banking
873,204,2026-05-31,Debit Card
874,475,2024-12-17,Wallet
875,187,2026-01-11,UPI
876,96,2026-03-12,Net Banking
877,466,2025-10-25,Wallet
878,153,2024-12-15,Wallet
879,441,2025-03-21,Debit Card
880,170,2024-09-01,UPI
881,204,2026-04-21,UPI
882,254,2025-09-22,Credit Card
883,156,2024-11-29,UPI
884,181,2024-08-10,Wallet
885,9,2026-05-05,Net Banking
886,151,2024-07-30,Net Banking
887,49,2025-07-29,Wallet
888,257,2026-03-19,Wallet
889,39,2026-05-13,UPI
890,338,2026-05-05,Credit Card
891,134,2025-01-07,Net Banking
892,287,2026-01-24,Debit Card
893,436,2024-07-02,Debit Card
894,273,2025-09-13,Net Banking
895,407,2025-12-14,Debit Card
896,40,2025-07-15,Wallet
897,450,2025-10-23,Debit Card
898,310,2025-09-14,Net Banking
899,453,2026-01-11,Debit Card
900,210,2024-08-09,Wallet
901,439,2024-11-27,Wallet
902,385,2024-10-12,Debit Card
903,69,2025-01-12,Credit Card
904,374,2025-01-02,Credit Card
905,274,2025-10-27,Net Banking
906,63,2024-09-29,Credit Card
907,297,2025-09-27,Debit Card
908,1,2025-01-16,Net Banking
909,180,2026-01-07,Wallet
910,471,2025-11-18,Credit Card
911,64,2024-12-23,Net Banking
912,203,2024-11-07,Net Banking
913,384,2024-09-15,Wallet
914,81,2025-11-13,Credit Card
915,258,2024-07-02,UPI
916,211,2024-11-15,UPI
917,316,2026-06-12,Credit Card
918,481,2025-06-16,Credit Card
919,457,2025-05-11,Net Banking
920,163,2025-07-14,Wallet
921,390,2026-05-01,UPI
922,237,2025-05-29,UPI
923,386,2025-10-25,Net Banking
924,110,2025-12-25,Debit Card
925,488,2024-12-14,Credit Card
926,205,2024-10-29,UPI
927,322,2025-07-23,Wallet
928,188,2026-05-10,Net Banking
929,214,2025-09-14,Credit Card
930,298,2025-01-16,Debit Card
931,285,2024-10-15,Debit Card
932,323,2024-06-18,Credit Card
933,210,2026-06-16,UPI
934,458,2024-11-30,Credit Card
935,469,2026-04-10,Credit Card
936,148,2025-07-14,Debit Card
937,337,2025-02-07,Wallet
938,274,2024-07-14,Credit Card
939,10,2024-12-27,Wallet
940,210,2024-12-08,UPI
941,330,2025-01-18,Net Banking
942,145,2024-07-25,Wallet
943,63,2025-10-24,Debit Card
944,417,2025-09-04,UPI
945,69,2025-06-10,Credit Card
946,125,2025-05-04,Debit Card
947,472,2024-10-26,UPI
948,294,2024-07-20,UPI
949,408,2024-10-03,Credit Card
950,87,2025-08-17,Credit Card
951,363,2024-10-24,Credit Card
952,191,2025-05-01,Net Banking
953,368,2024-11-01,Credit Card
954,220,2025-02-10,Wallet
955,105,2025-04-09,Credit Card
956,436,2026-04-01,Wallet
957,254,2024-07-01,UPI
958,355,2025-04-21,UPI
959,289,2024-12-06,Wallet
960,143,2026-06-10,Debit Card
961,117,2024-11-23,Net Banking
962,340,2026-05-04,Wallet
963,462,2024-10-28,Wallet
964,186,2025-08-11,Net Banking
965,310,2025-05-10,Credit Card
966,170,2025-08-05,Net Banking
967,349,2025-07-18,Wallet
968,137,2026-04-09,Credit Card
969,133,2026-03-18,Net Banking
970,398,2025-09-02,Wallet
971,33,2024-11-27,UPI
972,152,2025-01-20,Debit Card
973,63,2026-05-20,Wallet
974,465,2025-09-30,Net Banking
975,439,2024-08-08,UPI
976,172,2025-09-25,Credit Card
977,318,2025-03-22,Wallet
978,464,2025-07-30,Net Banking
979,470,2025-05-16,Wallet
980,6,2025-01-12,Wallet
981,220,2026-03-16,Net Banking
982,68,2025-10-03,Credit Card
983,282,2026-02-28,Debit Card
984,103,2025-11-28,Wallet
985,292,2026-04-11,Debit Card
986,377,2025-09-21,Debit Card
987,191,2025-01-11,Debit Card
988,132,2025-07-05,Debit Card
989,28,2024-09-23,Net Banking
990,156,2026-02-19,Wallet
991,360,2025-11-16,UPI
992,429,2024-09-13,Credit Card
993,46,2025-08-04,Credit Card
994,166,2025-10-31,UPI
995,100,2024-08-02,Net Banking
996,102,2025-05-22,Debit Card
997,460,2025-11-01,Debit Card
998,348,2025-04-16,Debit Card
999,256,2025-01-17,Credit Card
1000,234,2026-05-25,UPI
1001,359,2026-01-12,Debit Card
1002,282,2026-01-28,UPI
1003,421,2026-02-01,UPI
1004,479,2026-03-03,Debit Card
1005,423,2025-12-25,Debit Card
1006,274,2025-04-15,Net Banking
1007,481,2024-09-30,Debit Card
1008,71,2025-06-21,Debit Card
1009,443,2026-04-10,Net Banking
1010,72,2025-04-11,Debit Card
1011,255,2024-11-29,Debit Card
1012,101,2025-05-22,Debit Card
1013,13,2024-10-09,Wallet
1014,216,2025-01-21,Debit Card
1015,252,2025-05-30,Credit Card
1016,7,2025-11-10,Debit Card
1017,259,2025-07-26,Wallet
1018,177,2025-05-17,Credit Card
1019,59,2026-03-24,UPI
1020,302,2024-12-20,Credit Card
1021,103,2025-09-06,Net Banking
1022,213,2025-10-26,Net Banking
1023,67,2025-01-08,Credit Card
1024,12,2026-05-04,Credit Card
1025,92,2026-02-11,UPI
1026,289,2024-07-29,Wallet
1027,81,2026-06-13,Net Banking
1028,139,2026-04-24,Debit Card
1029,437,2025-10-14,Wallet
1030,68,2025-04-06,Debit Card
1031,89,2025-09-07,UPI
1032,346,2026-01-23,Credit Card
1033,24,2026-02-15,Wallet
1034,352,2025-09-04,Net Banking
1035,383,2025-12-15,Net Banking
1036,254,2025-09-28,Debit Card
1037,37,2025-06-28,Credit Card
1038,74,2024-10-29,Wallet
1039,234,2025-01-19,Debit Card
1040,488,2024-09-16,Net Banking
1041,423,2026-03-09,Credit Card
1042,265,2026-03-26,Credit Card
1043,305,2024-10-08,Debit Card
1044,423,2025-08-14,Credit Card
1045,239,2026-04-07,Credit Card
1046,161,2025-09-29,Debit Card
1047,483,2025-07-25,Wallet
1048,7,2025-05-01,Debit Card
1049,297,2024-12-11,Credit Card
1050,86,2026-02-27,UPI
1051,63,2024-08-28,UPI
1052,315,2024-07-09,UPI
1053,243,2024-11-11,Net Banking
1054,307,2024-10-01,Wallet
1055,358,2025-07-06,Credit Card
1056,388,2026-03-01,Debit Card
1057,445,2025-11-08,Debit Card
1058,427,2026-02-25,Net Banking
1059,120,2024-12-22,UPI
1060,453,2025-11-04,Credit Card
1061,57,2026-03-07,Net Banking
1062,308,2026-06-16,Net Banking
1063,18,2026-05-26,Wallet
1064,182,2025-09-01,Wallet
1065,28,2025-03-31,Debit Card
1066,169,2025-05-07,UPI
1067,30,2026-02-15,UPI
1068,135,2025-03-17,Credit Card
1069,368,2025-10-30,UPI
1070,71,2025-05-01,Debit Card
1071,362,2026-05-10,Debit Card
1072,407,2024-07-16,UPI
1073,361,2025-10-02,Credit Card
1074,491,2024-10-27,Wallet
1075,156,2024-09-10,Wallet
1076,400,2025-02-13,Net Banking
1077,395,2025-07-15,Net Banking
1078,82,2026-03-28,UPI
1079,76,2025-09-12,Credit Card
1080,447,2026-04-07,Net Banking
1081,200,2025-12-13,Credit Card
1082,197,2024-11-27,Credit Card
1083,171,2026-03-23,UPI
1084,139,2025-08-25,UPI
1085,159,2025-07-01,Wallet
1086,313,2026-05-27,Wallet
1087,389,2026-05-03,Credit Card
1088,184,2025-07-18,Credit Card
1089,345,2026-04-09,Net Banking
1090,286,2025-09-14,Wallet
1091,36,2025-05-19,Credit Card
1092,309,2025-10-07,UPI
1093,445,2025-12-22,UPI
1094,164,2025-04-22,UPI
1095,323,2026-01-13,Net Banking
1096,352,2025-01-03,Credit Card
1097,271,2026-02-26,Wallet
1098,438,2026-05-24,Credit Card
1099,16,2024-10-25,Net Banking
1100,133,2026-03-25,Net Banking
1101,318,2025-01-06,UPI
1102,457,2025-09-26,UPI
1103,229,2024-11-11,UPI
1104,431,2025-06-25,UPI
1105,472,2026-03-19,Wallet
1106,137,2026-01-20,Wallet
1107,331,2024-09-16,Net Banking
1108,222,2025-03-23,Credit Card
1109,20,2025-02-17,Debit Card
1110,262,2026-01-19,Debit Card
1111,388,2025-01-05,UPI
1112,392,2024-09-06,Debit Card
1113,473,2025-01-24,Wallet
1114,106,2024-09-28,Credit Card
1115,393,2025-08-17,Debit Card
1116,21,2025-03-07,UPI
1117,23,2024-08-13,Debit Card
1118,26,2025-07-08,UPI
1119,76,2024-11-20,UPI
1120,454,2024-12-14,Debit Card
1121,195,2025-11-09,Wallet
1122,357,2025-10-01,Debit Card
1123,481,2024-08-17,UPI
1124,233,2025-05-17,Net Banking
1125,146,2025-11-29,UPI
1126,406,2025-03-12,Credit Card
1127,437,2026-02-25,UPI
1128,310,2025-02-03,Wallet
1129,399,2024-12-11,Wallet
1130,37,2024-07-07,UPI
1131,382,2024-07-02,Net Banking
1132,188,2026-04-09,Credit Card
1133,328,2025-10-15,Net Banking
1134,331,2025-10-08,UPI
1135,148,2026-02-04,Debit Card
1136,431,2025-09-24,Net Banking
1137,80,2025-12-04,Credit Card
1138,168,2024-10-08,Credit Card
1139,195,2024-07-17,Credit Card
1140,74,2026-04-10,Credit Card
1141,175,2025-12-27,Net Banking
1142,462,2025-06-30,UPI
1143,413,2026-04-12,Credit Card
1144,54,2025-10-08,Credit Card
1145,164,2026-03-15,Debit Card
1146,133,2025-06-02,UPI
1147,413,2026-01-31,Credit Card
1148,434,2024-09-05,Credit Card
1149,326,2025-09-21,Credit Card
1150,192,2025-07-07,Wallet
1151,2,2025-11-02,Credit Card
1152,376,2025-10-23,Debit Card
1153,162,2025-09-29,Debit Card
1154,206,2024-07-10,Debit Card
1155,106,2024-08-01,Credit Card
1156,267,2024-10-23,Credit Card
1157,231,2025-08-18,Net Banking
1158,144,2024-12-10,Credit Card
1159,260,2025-07-16,Wallet
1160,56,2026-06-13,Credit Card
1161,462,2025-08-20,Wallet
1162,434,2026-05-08,Debit Card
1163,266,2025-12-24,Credit Card
1164,30,2024-09-16,Wallet
1165,170,2026-04-23,Net Banking
1166,48,2025-06-03,Net Banking
1167,462,2025-09-14,Wallet
1168,173,2025-06-22,Net Banking
1169,132,2025-04-11,Wallet
1170,143,2025-09-22,UPI
1171,472,2025-09-24,Debit Card
1172,437,2025-12-16,Credit Card
1173,479,2024-12-20,Net Banking
1174,343,2025-03-17,Credit Card
1175,84,2025-03-16,Debit Card
1176,485,2025-09-25,Net Banking
1177,168,2024-10-25,Wallet
1178,220,2024-12-03,Debit Card
1179,4,2026-04-09,Net Banking
1180,427,2026-05-23,Net Banking
1181,251,2025-09-08,Debit Card
1182,200,2026-01-28,Wallet
1183,327,2025-06-05,Credit Card
1184,240,2025-09-12,Credit Card
1185,92,2025-12-26,UPI
1186,426,2025-03-18,Wallet
1187,17,2024-11-05,Net Banking
1188,36,2024-09-21,Credit Card
1189,65,2025-09-03,Debit Card
1190,39,2025-09-26,Credit Card
1191,5,2024-08-24,Credit Card
1192,182,2025-12-21,Wallet
1193,477,2026-02-15,UPI
1194,67,2026-02-02,Net Banking
1195,263,2024-07-11,Wallet
1196,479,2025-03-05,Credit Card
1197,228,2025-03-16,Net Banking
1198,145,2024-11-11,Debit Card
1199,406,2024-08-09,Wallet
1200,284,2025-02-21,Net Banking
1201,254,2025-12-26,Debit Card
1202,212,2024-06-23,UPI
1203,10,2024-11-28,Wallet
1204,346,2025-02-09,Net Banking
1205,482,2024-07-05,Credit Card
1206,246,2025-08-09,Wallet
1207,159,2024-09-21,UPI
1208,433,2025-02-04,Wallet
1209,317,2026-01-04,Debit Card
1210,442,2026-04-29,UPI
1211,302,2025-08-01,Wallet
1212,27,2025-12-06,UPI
1213,111,2025-08-29,Wallet
1214,187,2026-06-09,Net Banking
1215,218,2025-06-21,Credit Card
1216,68,2024-10-17,Net Banking
1217,495,2026-05-17,Debit Card
1218,175,2025-01-27,Net Banking
1219,9,2025-03-08,UPI
1220,347,2025-03-22,Debit Card
1221,291,2024-11-28,Credit Card
1222,62,2025-01-21,Credit Card
1223,335,2026-04-04,Wallet
1224,435,2025-02-14,Wallet
1225,381,2025-03-03,UPI
1226,157,2025-04-17,UPI
1227,312,2025-06-21,Net Banking
1228,457,2026-05-02,Wallet
1229,493,2025-01-21,UPI
1230,76,2024-10-13,Credit Card
1231,366,2026-05-05,UPI
1232,448,2025-04-12,Credit Card
1233,300,2025-08-25,Debit Card
1234,152,2025-02-22,Credit Card
1235,232,2025-11-20,UPI
1236,310,2025-10-23,Debit Card
1237,104,2025-11-07,Net Banking
1238,490,2024-11-14,Net Banking
1239,214,2026-04-13,UPI
1240,282,2025-05-16,Wallet
1241,483,2025-03-18,UPI
1242,305,2025-08-30,Debit Card
1243,467,2024-08-10,Net Banking
1244,99,2024-11-24,Debit Card
1245,282,2025-05-04,Debit Card
1246,402,2026-05-24,Credit Card
1247,5,2025-11-20,Credit Card
1248,279,2025-11-19,Credit Card
1249,443,2026-02-19,Debit Card
1250,51,2025-02-02,UPI
1251,247,2026-05-14,UPI
1252,471,2024-09-25,Net Banking
1253,212,2024-11-05,UPI
1254,7,2024-09-14,Credit Card
1255,96,2025-10-18,Net Banking
1256,240,2024-09-27,Credit Card
1257,489,2026-03-15,UPI
1258,483,2025-03-01,Net Banking
1259,317,2025-06-10,Debit Card
1260,24,2025-03-07,Credit Card
1261,35,2025-09-28,Debit Card
1262,163,2025-09-18,Net Banking
1263,457,2025-02-19,UPI
1264,62,2024-12-31,Wallet
1265,158,2025-10-23,Net Banking
1266,108,2026-05-31,UPI
1267,368,2024-08-20,Net Banking
1268,354,2024-07-10,Credit Card
1269,361,2026-01-29,Debit Card
1270,459,2026-06-02,Credit Card
1271,315,2024-12-30,Wallet
1272,179,2025-08-28,Net Banking
1273,471,2025-10-02,Net Banking
1274,112,2025-06-30,UPI
1275,434,2025-06-11,UPI
1276,194,2026-05-30,UPI
1277,31,2025-06-07,UPI
1278,431,2025-04-22,Wallet
1279,294,2024-11-26,Debit Card
1280,466,2025-09-03,UPI
1281,228,2025-04-06,Credit Card
1282,150,2025-02-14,Net Banking
1283,1,2026-03-12,UPI
1284,372,2024-07-26,Credit Card
1285,225,2025-11-25,Wallet
1286,4,2025-12-06,UPI
1287,204,2024-09-07,Wallet
1288,405,2025-09-24,Wallet
1289,202,2024-12-20,UPI
1290,413,2024-11-05,Net Banking
1291,241,2024-08-14,Wallet
1292,140,2026-04-04,Credit Card
1293,54,2024-08-24,UPI
1294,271,2025-09-20,Net Banking
1295,224,2025-06-22,Net Banking
1296,401,2024-06-23,Credit Card
1297,293,2025-03-13,Net Banking
1298,398,2026-05-22,Debit Card
1299,344,2026-04-04,Debit Card
1300,165,2026-05-16,Net Banking
1301,13,2026-03-03,UPI
1302,468,2026-01-31,Debit Card
1303,38,2026-01-22,Wallet
1304,39,2025-12-04,Net Banking
1305,217,2024-07-01,Debit Card
1306,144,2025-01-25,Debit Card
1307,449,2025-09-21,Debit Card
1308,369,2026-06-08,Wallet
1309,193,2025-11-25,Debit Card
1310,28,2025-02-17,Credit Card
1311,384,2026-05-05,Wallet
1312,350,2025-08-16,Credit Card
1313,205,2025-11-20,UPI
1314,108,2024-12-08,UPI
1315,120,2025-11-15,Credit Card
1316,46,2025-11-03,Net Banking
1317,172,2026-05-19,Debit Card
1318,478,2025-11-26,Debit Card
1319,164,2024-09-07,UPI
1320,270,2026-04-29,Credit Card
1321,177,2024-09-06,Net Banking
1322,305,2024-12-25,Wallet
1323,358,2026-04-16,Wallet
1324,473,2025-12-24,Credit Card
1325,236,2024-07-09,Debit Card
1326,46,2026-01-12,Wallet
1327,301,2024-11-15,Net Banking
1328,14,2025-10-12,Wallet
1329,289,2025-05-23,Net Banking
1330,196,2024-09-30,Credit Card
1331,85,2026-01-04,UPI
1332,407,2025-01-18,Debit Card
1333,233,2025-01-24,Wallet
1334,485,2025-04-06,UPI
1335,242,2024-10-31,Credit Card
1336,495,2025-12-31,Credit Card
1337,156,2025-10-13,Net Banking
1338,446,2024-12-15,Debit Card
1339,449,2025-09-26,Debit Card
1340,81,2024-08-23,Credit Card
1341,5,2024-11-11,Credit Card
1342,358,2025-01-13,Net Banking
1343,396,2025-02-19,Wallet
1344,81,2025-03-03,Net Banking
1345,106,2026-05-08,UPI
1346,429,2025-08-13,Net Banking
1347,222,2024-10-24,Debit Card
1348,478,2024-10-06,Net Banking
1349,53,2025-06-17,UPI
1350,401,2025-07-27,Debit Card
1351,480,2026-03-17,Debit Card
1352,347,2025-05-18,UPI
1353,299,2024-09-17,Wallet
1354,350,2024-08-31,Net Banking
1355,176,2024-08-18,UPI
1356,116,2024-08-17,Wallet
1357,24,2024-07-27,Credit Card
1358,374,2026-06-15,Wallet
1359,367,2026-02-12,Credit Card
1360,146,2024-06-23,Debit Card
1361,478,2024-07-28,Debit Card
1362,500,2025-12-29,Wallet
1363,236,2025-09-11,UPI
1364,88,2024-11-16,Credit Card
1365,199,2026-02-27,UPI
1366,482,2024-10-14,Debit Card
1367,132,2024-10-29,Net Banking
1368,148,2024-10-22,UPI
1369,446,2025-11-09,Wallet
1370,308,2024-08-11,UPI
1371,343,2025-05-30,Net Banking
1372,254,2026-01-29,Debit Card
1373,140,2024-10-26,UPI
1374,21,2024-11-03,Net Banking
1375,145,2024-06-30,Net Banking
1376,88,2025-04-15,Credit Card
1377,94,2024-09-17,UPI
1378,107,2025-06-30,Wallet
1379,70,2024-07-07,UPI
1380,326,2025-09-08,Credit Card
1381,242,2025-01-14,Wallet
1382,434,2024-12-16,UPI
1383,295,2025-09-25,Debit Card
1384,211,2024-11-20,UPI
1385,302,2025-10-31,Net Banking
1386,275,2024-10-05,Wallet
1387,17,2024-08-25,Wallet
1388,305,2025-07-01,Credit Card
1389,445,2024-08-14,UPI
1390,246,2026-03-29,Net Banking
1391,47,2026-03-10,Wallet
1392,210,2024-10-05,Net Banking
1393,407,2025-03-05,Credit Card
1394,65,2025-11-28,Wallet
1395,26,2024-10-20,Net Banking
1396,262,2025-09-21,UPI
1397,477,2025-03-18,Debit Card
1398,482,2026-02-20,Debit Card
1399,356,2025-03-06,Credit Card
1400,447,2025-04-17,Debit Card
1401,374,2025-04-23,Debit Card
1402,201,2025-08-24,UPI
1403,412,2024-08-20,UPI
1404,364,2024-10-06,Wallet
1405,268,2025-06-24,UPI
1406,467,2025-03-15,UPI
1407,75,2024-11-03,Credit Card
1408,401,2025-07-13,Wallet
1409,233,2026-01-28,Debit Card
1410,340,2025-09-04,Credit Card
1411,193,2024-08-19,Credit Card
1412,290,2025-09-06,UPI
1413,113,2025-06-11,UPI
1414,206,2025-11-28,Net Banking
1415,19,2024-07-08,Credit Card
1416,44,2025-05-25,Net Banking
1417,398,2025-08-10,UPI
1418,419,2025-10-01,Wallet
1419,125,2025-01-06,Credit Card
1420,361,2024-11-16,Net Banking
1421,488,2025-05-12,Credit Card
1422,133,2026-03-29,UPI
1423,4,2026-04-09,Wallet
1424,359,2025-04-22,Credit Card
1425,116,2025-12-27,Credit Card
1426,266,2024-07-25,Debit Card
1427,87,2026-05-07,UPI
1428,110,2024-09-09,Net Banking
1429,490,2025-07-27,Net Banking
1430,87,2024-09-05,Net Banking
1431,399,2024-12-29,Debit Card
1432,74,2025-04-19,UPI
1433,72,2025-03-23,Net Banking
1434,152,2025-03-11,Debit Card
1435,195,2026-05-28,Wallet
1436,235,2025-05-06,Debit Card
1437,132,2025-06-11,Debit Card
1438,193,2024-09-12,UPI
1439,240,2026-04-26,Wallet
1440,296,2026-04-13,Debit Card
1441,472,2025-07-01,Debit Card
1442,37,2025-05-11,Credit Card
1443,12,2024-07-04,Debit Card
1444,258,2024-10-07,UPI
1445,309,2025-11-20,UPI
1446,277,2026-04-26,Credit Card
1447,186,2024-07-29,UPI
1448,261,2026-04-13,Credit Card
1449,378,2025-05-31,UPI
1450,485,2024-12-26,Wallet
1451,317,2025-12-05,Credit Card
1452,331,2026-02-12,Debit Card
1453,243,2025-01-13,Debit Card
1454,193,2025-10-12,Wallet
1455,13,2025-11-17,Net Banking
1456,51,2025-12-03,Debit Card
1457,459,2025-03-03,Net Banking
1458,228,2025-02-10,Debit Card
1459,350,2025-02-24,Net Banking
1460,33,2024-10-30,Debit Card
1461,203,2026-02-13,Debit Card
1462,117,2026-04-24,UPI
1463,498,2026-03-26,UPI
1464,118,2024-12-20,Net Banking
1465,254,2025-12-26,Credit Card
1466,369,2025-09-09,Wallet
1467,28,2024-12-07,Wallet
1468,198,2024-12-01,Credit Card
1469,268,2026-01-19,UPI
1470,69,2025-06-30,Wallet
1471,234,2026-06-07,Net Banking
1472,444,2024-08-06,Net Banking
1473,53,2025-03-10,Credit Card
1474,208,2026-04-29,Wallet
1475,54,2024-08-18,UPI
1476,119,2024-10-20,UPI
1477,301,2025-02-05,UPI
1478,366,2024-07-27,UPI
1479,154,2025-08-22,Credit Card
1480,163,2025-07-20,Debit Card
1481,489,2026-03-25,Wallet
1482,382,2024-08-18,Credit Card
1483,2,2024-10-26,UPI
1484,409,2026-04-28,Debit Card
1485,143,2025-04-29,UPI
1486,391,2025-08-02,Net Banking
1487,272,2024-10-19,UPI
1488,6,2025-07-21,UPI
1489,380,2025-10-07,Net Banking
1490,287,2025-08-15,Net Banking
1491,74,2026-02-12,Credit Card
1492,429,2025-10-21,Wallet
1493,393,2025-02-25,Wallet
1494,314,2025-05-05,Debit Card
1495,223,2026-05-30,Credit Card
1496,390,2025-09-23,Net Banking
1497,149,2025-12-25,Net Banking
1498,57,2024-11-07,Debit Card
1499,469,2026-05-12,Credit Card
1500,197,2025-04-26,Wallet
1501,391,2025-12-11,Wallet
1502,127,2025-04-23,Debit Card
1503,113,2025-12-16,Net Banking
1504,392,2025-07-10,Wallet
1505,1,2026-03-20,UPI
1506,12,2026-01-14,Credit Card
1507,171,2025-06-02,Wallet
1508,3,2024-07-04,UPI
1509,128,2025-01-29,Credit Card
1510,423,2025-10-08,Wallet
1511,64,2025-06-27,Wallet
1512,239,2024-09-03,Wallet
1513,433,2025-07-20,UPI
1514,397,2024-09-22,Debit Card
1515,30,2025-01-26,Net Banking
1516,119,2025-05-04,Credit Card
1517,431,2024-12-18,UPI
1518,10,2024-11-28,UPI
1519,205,2026-04-28,UPI
1520,158,2025-11-20,UPI
1521,421,2026-04-19,Wallet
1522,6,2025-07-31,UPI
1523,37,2025-06-04,UPI
1524,98,2025-02-24,Wallet
1525,423,2025-08-06,UPI
1526,214,2025-06-18,UPI
1527,94,2024-12-06,Debit Card
1528,54,2025-08-17,UPI
1529,163,2026-05-25,UPI
1530,376,2026-02-23,UPI
1531,339,2025-09-04,Credit Card
1532,192,2025-07-16,Wallet
1533,389,2025-12-10,Wallet
1534,102,2026-05-18,UPI
1535,453,2026-05-23,Wallet
1536,403,2024-12-23,Credit Card
1537,213,2025-11-08,UPI
1538,221,2025-04-01,Debit Card
1539,16,2025-10-08,Wallet
1540,17,2026-05-29,Debit Card
1541,86,2025-12-07,Credit Card
1542,482,2024-09-12,UPI
1543,147,2024-10-22,Credit Card
1544,454,2025-04-18,Debit Card
1545,439,2024-08-26,Debit Card
1546,399,2025-09-19,Net Banking
1547,18,2026-02-05,Debit Card
1548,1,2026-01-03,Credit Card
1549,182,2024-09-29,Wallet
1550,153,2025-01-16,Credit Card
1551,500,2024-11-28,Net Banking
1552,276,2026-06-06,Credit Card
1553,474,2026-04-21,Credit Card
1554,318,2024-10-15,Debit Card
1555,303,2024-11-09,Debit Card
1556,138,2024-08-29,UPI
1557,49,2026-06-05,Wallet
1558,48,2026-05-05,Wallet
1559,11,2025-05-17,UPI
1560,109,2025-02-25,Wallet
1561,207,2024-08-28,Net Banking
1562,287,2024-10-01,Wallet
1563,479,2024-06-29,Debit Card
1564,443,2024-09-06,Credit Card
1565,372,2025-08-12,Debit Card
1566,91,2025-01-07,Credit Card
1567,169,2025-10-18,Net Banking
1568,287,2024-12-15,Debit Card
1569,338,2026-04-26,UPI
1570,247,2026-03-09,Debit Card
1571,18,2025-05-17,Credit Card
1572,212,2025-07-22,Credit Card
1573,208,2026-06-10,Credit Card
1574,492,2026-03-04,Debit Card
1575,182,2025-12-07,Debit Card
1576,331,2026-04-08,Wallet
1577,239,2025-05-07,UPI
1578,187,2025-09-09,UPI
1579,370,2026-06-13,Debit Card
1580,402,2024-09-04,Debit Card
1581,219,2025-03-25,Debit Card
1582,132,2024-12-21,Credit Card
1583,444,2026-05-17,UPI
1584,244,2025-08-08,Wallet
1585,450,2025-12-14,Debit Card
1586,98,2024-07-24,UPI
1587,246,2025-02-22,Net Banking
1588,265,2025-08-15,Debit Card
1589,352,2025-10-11,Credit Card
1590,309,2025-06-06,Credit Card
1591,255,2025-01-23,Net Banking
1592,249,2026-01-23,Debit Card
1593,430,2025-02-11,Credit Card
1594,270,2025-10-06,Credit Card
1595,22,2025-12-03,Wallet
1596,131,2025-07-10,Debit Card
1597,84,2025-06-07,Credit Card
1598,357,2024-11-26,Credit Card
1599,194,2025-03-14,Wallet
1600,87,2025-02-11,UPI
1601,425,2025-08-12,Net Banking
1602,112,2025-11-04,Wallet
1603,259,2024-08-26,Debit Card
1604,455,2025-01-20,Net Banking
1605,167,2024-10-29,Wallet
1606,103,2026-01-09,Wallet
1607,182,2025-08-24,Credit Card
1608,189,2025-05-29,Credit Card
1609,277,2025-08-03,Debit Card
1610,446,2024-07-08,UPI
1611,136,2025-08-05,Debit Card
1612,406,2025-09-04,Credit Card
1613,201,2025-03-12,UPI
1614,460,2025-06-01,Net Banking
1615,24,2024-10-19,Wallet
1616,325,2024-10-23,UPI
1617,200,2025-03-29,Wallet
1618,63,2024-08-15,UPI
1619,486,2024-11-08,Wallet
1620,309,2026-01-04,UPI
1621,201,2026-05-21,UPI
1622,16,2025-12-21,UPI
1623,195,2025-10-23,Credit Card
1624,26,2025-12-16,UPI
1625,120,2024-11-11,Credit Card
1626,451,2024-06-17,Net Banking
1627,130,2025-06-22,Net Banking
1628,419,2024-08-31,Net Banking
1629,63,2025-03-24,Net Banking
1630,259,2024-11-30,UPI
1631,27,2025-03-07,UPI
1632,423,2024-10-03,Wallet
1633,81,2026-02-13,Wallet
1634,248,2025-11-17,UPI
1635,140,2025-12-26,UPI
1636,79,2026-02-21,UPI
1637,334,2024-07-02,Credit Card
1638,442,2025-01-15,Credit Card
1639,29,2026-02-16,UPI
1640,325,2024-09-18,Debit Card
1641,50,2026-02-04,Wallet
1642,377,2024-07-02,Wallet
1643,7,2024-11-14,Wallet
1644,228,2025-05-15,Wallet
1645,364,2026-02-23,Debit Card
1646,17,2024-10-13,Debit Card
1647,397,2026-01-04,UPI
1648,154,2024-07-29,UPI
1649,435,2026-02-11,Net Banking
1650,200,2025-11-26,Debit Card
1651,272,2025-09-17,Debit Card
1652,416,2025-05-20,Net Banking
1653,78,2026-04-20,Net Banking
1654,82,2024-10-18,Net Banking
1655,225,2025-04-23,Wallet
1656,379,2025-09-14,Wallet
1657,137,2025-09-09,Debit Card
1658,238,2026-03-22,UPI
1659,431,2026-02-16,Net Banking
1660,397,2024-09-03,UPI
1661,442,2024-08-05,Debit Card
1662,176,2024-09-07,Wallet
1663,433,2025-12-19,Net Banking
1664,268,2024-09-26,Net Banking
