order_item_id,order_id,product_id,quantity
1524,218,40,3
1525,1947,53,1
1526,3925,92,3
1527,3012,4,3
1528,2196,12,4
1529,2729,70,3
1530,3469,68,2
1531,34,97,5
1532,4913,17,4
1533,2079,70,5
1534,3447,4,1
1535,377,61,2
1536,2347,81,2
1537,4412,36,1
1538,689,59,1
1539,2942,66,1
1540,2605,85,5
1541,2691,6,5
1542,721,14,1
1543,2057,3,1
1544,3351,41,4
1545,4164,73,4
1546,4143,13,4
1547,3274,78,5
1548,3217,51,5
1549,4236,18,4
1550,2693,55,5
1551,4432,81,2
1552,1713,59,1
1553,872,6,2
1554,300,11,5
1555,1345,80,2
1556,1894,57,2
1557,2739,6,4
1558,1004,43,4
1559,1365,82,1
1560,858,5,5
1561,2459,24,5
1562,3632,58,5
1563,2736,57,4
1564,3158,23,4
1565,3773,15,2
1566,4228,55,3
1567,4972,36,2
1568,3224,93,5
1569,3361,89,1
1570,3088,72,5
1571,4477,49,5
1572,3958,23,4
1573,3834,78,3
1574,1980,15,4
1575,3671,9,5
1576,2738,15,2
1577,3356,3,2
1578,3353,53,5
1579,2132,1,4
1580,924,51,1
1581,4078,95,4
1582,627,12,2
1583,4191,28,4
1584,2139,49,5
1585,3755,81,1
1586,4115,43,4
1587,1321,88,5
1588,2006,93,3
1589,2178,49,5
1590,1013,75,3
1591,2686,82,2
1592,364,2,2
1593,3509,74,4
1594,1832,48,2
1595,4303,10,2
1596,4288,45,5
1597,3514,25,2
1598,4819,67,1
1599,4978,4,4
1600,4822,66,4
1601,3751,91,2
1602,2994,94,5
1603,2848,17,1
1604,3086,2,3
1605,4840,71,4
1606,3468,67,2
1607,3386,72,1
1608,2855,51,1
1609,2676,53,1
1610,1511,17,4
1611,4836,79,5
1612,33,94,5
1613,4266,70,3
1614,1378,70,4
1615,1660,49,3
1616,3150,53,1
1617,2319,50,2
1618,1760,50,3
1619,4964,11,5
1620,1553,24,3
1621,690,68,4
1622,2354,55,4
1623,1345,74,4
1624,4506,1,5
1625,3393,77,5
1626,5,98,1
1627,3334,51,3
1628,3992,16,2
1629,537,1,3
1630,2707,38,1
1631,1374,21,5
1632,1185,37,5
1633,3340,19,2
1634,3356,55,5
1635,2824,72,1
1636,4108,70,2
1637,3099,46,5
1638,4096,13,4
1639,1329,91,3
1640,2734,99,4
1641,3787,93,2
1642,4169,70,2
1643,4953,71,5
1644,401,54,4
1645,3804,20,3
1646,3991,97,3
1647,3356,88,1
1648,3187,91,3
1649,4097,95,4
1650,3210,82,1
1651,1694,43,4
1652,3672,26,1
1653,1092,74,5
1654,4845,9,1
1655,244,59,3
1656,2325,87,5
1657,3199,26,5
1658,2961,18,5
1659,585,7,1
1660,2015,24,1
1661,3366,8,5
1662,1781,47,2
1663,174,30,4
1664,705,92,5
1665,2539,30,4
1666,3222,47,2
1667,912,46,3
1668,1911,43,4
1669,4981,11,3
1670,276,17,1
1671,2172,37,1
1672,3303,21,1
1673,4590,84,4
1674,2356,63,4
1675,4891,50,3
1676,1847,83,5
1677,4660,57,1
1678,4023,65,5
1679,2669,88,1
1680,3567,41,1
1681,148,67,4
1682,180,27,5
1683,3402,48,2
1684,2677,72,2
1685,3178,93,4
1686,3831,3,3
1687,592,44,4
1688,66,78,3
1689,3653,47,1
1690,4745,68,3
1691,2184,88,2
1692,2717,13,2
1693,4267,92,1
1694,1226,61,4
1695,77,4,2
1696,4358,41,4
1697,2014,4,3
1698,1018,88,3
1699,3106,31,3
1700,1635,73,3
1701,3662,9,3
1702,3526,39,1
1703,2287,57,2
1704,639,83,5
1705,3455,61,2
1706,2096,13,4
1707,4416,89,5
1708,681,49,2
1709,2458,16,1
1710,793,48,5
1711,3125,72,4
1712,4778,20,5
1713,3601,45,3
1714,1124,33,3
1715,1811,37,4
1716,1919,33,4
1717,3257,83,4
1718,1481,49,1
1719,3236,54,4
1720,4058,41,4
1721,4734,12,2
1722,2589,69,5
1723,1479,75,2
1724,4928,53,4
1725,1257,91,1
1726,153,97,3
1727,927,13,5
1728,4784,47,4
1729,3081,79,1
1730,4012,44,1
1731,4619,96,3
1732,4077,74,4
1733,2675,78,1
1734,4534,50,5
1735,2972,49,4
1736,3667,67,5
1737,4458,54,4
1738,1209,37,5
1739,3410,75,4
1740,1786,76,4
1741,2448,37,2
1742,2538,53,5
1743,2390,33,1
1744,326,41,5
1745,3698,47,4
1746,1435,1,4
1747,3281,5,2
1748,2966,16,3
1749,1623,15,3
1750,1429,65,2
1751,27,29,3
1752,3264,7,5
1753,3570,42,5
1754,1434,60,5
1755,4881,71,5
1756,450,99,4
1757,2818,70,4
1758,2155,11,3
1759,4924,22,2
1760,4713,5,3
1761,553,48,3
1762,641,57,1
1763,1912,48,2
1764,470,100,3
1765,1738,98,3
1766,2840,62,5
1767,1569,10,4
1768,3893,98,2
1769,4599,35,1
1770,140,76,5
1771,4521,43,5
1772,2219,58,2
1773,1061,15,1
1774,1876,72,3
1775,1867,76,2
1776,416,41,5
1777,3497,36,4
1778,2972,93,1
1779,3607,25,5
1780,4740,20,3
1781,4343,73,5
1782,1986,56,3
1783,3866,15,5
1784,1460,54,4
1785,3584,94,3
1786,1958,48,4
1787,812,36,5
1788,776,77,1
1789,887,25,5
1790,2258,45,1
1791,1620,72,3
1792,2338,74,4
1793,2984,67,4
1794,3870,91,2
1795,58,69,1
1796,2829,4,3
1797,4168,23,2
1798,2527,49,4
1799,1466,3,1
1800,3525,59,5
1801,1055,77,1
1802,4006,65,3
1803,4238,81,4
1804,3580,5,3
1805,591,85,1
1806,1816,81,1
1807,3873,36,1
1808,2888,58,5
1809,736,88,3
1810,2207,25,1
1811,234,66,3
1812,3786,23,3
1813,2561,56,5
1814,4622,83,4
1815,275,84,3
1816,4256,47,1
1817,4599,29,1
1818,169,11,4
1819,4615,42,5
1820,636,87,1
1821,105,36,1
1822,345,91,4
1823,36,47,4
1824,4861,71,1
1825,4181,77,4
1826,3259,80,4
1827,337,78,3
1828,4054,42,4
1829,744,62,1
1830,2341,38,2
1831,369,65,1
1832,3854,38,4
1833,2206,58,2
1834,1749,88,1
1835,750,13,4
1836,1203,96,3
1837,1619,11,4
1838,2829,70,4
1839,2768,71,3
1840,4105,30,2
1841,3329,55,3
1842,2287,63,4
1843,648,85,3
1844,2412,91,4
1845,4776,33,1
1846,3168,85,2
1847,1813,96,3
1848,2214,7,4
1849,3863,85,3
1850,3192,64,1
1851,3573,41,3
1852,329,83,2
1853,2644,56,3
1854,2159,6,3
1855,1789,75,4
1856,4147,100,5
1857,2353,34,1
1858,2545,84,3
1859,2038,50,5
1860,4712,28,2
1861,469,35,5
1862,3426,37,5
1863,4926,67,5
1864,225,100,4
1865,3740,6,2
1866,2789,96,2
1867,4786,82,2
1868,2288,30,1
1869,355,94,3
1870,4532,27,5
1871,4169,3,3
1872,4340,16,5
1873,4654,50,4
1874,4506,64,5
1875,2121,83,5
1876,1676,100,3
1877,2119,91,3
1878,2656,88,5
1879,3358,63,2
1880,4477,76,1
1881,2425,1,4
1882,171,62,2
1883,1571,84,5
1884,3754,83,4
1885,3790,93,1
1886,2266,99,5
1887,704,49,5
1888,1790,19,5
1889,351,46,2
1890,4851,20,3
1891,4119,94,5
1892,3476,18,5
1893,2246,41,4
1894,357,51,2
1895,4086,37,3
1896,2141,51,3
1897,3660,97,3
1898,2190,81,1
1899,2723,17,5
1900,823,64,4
1901,420,74,3
1902,4939,1,3
1903,1756,19,2
1904,4581,38,3
1905,3513,69,4
1906,4767,46,5
1907,1606,64,2
1908,1641,37,4
1909,2831,48,3
1910,4500,9,5
1911,3667,51,2
1912,1885,56,3
1913,4575,85,2
1914,3467,44,2
1915,574,43,4
1916,3403,45,4
1917,48,13,3
1918,1228,59,2
1919,3192,3,1
1920,1239,13,5
1921,1458,91,1
1922,2480,63,4
1923,3392,62,5
1924,3817,95,5
1925,3574,44,1
1926,440,59,3
1927,3589,57,3
1928,692,50,3
1929,4705,18,4
1930,2466,74,5
1931,4629,77,1
1932,4650,39,1
1933,4285,75,5
1934,3224,35,2
1935,4112,35,1
1936,693,51,4
1937,4205,71,3
1938,3823,2,5
1939,2250,31,5
1940,762,32,5
1941,593,24,5
1942,934,90,3
1943,1785,36,4
1944,1090,50,2
1945,4766,48,4
1946,3418,36,2
1947,3054,52,5
1948,2304,60,5
1949,4175,75,4
1950,692,71,4
1951,337,16,1
1952,1624,86,5
1953,33,84,1
1954,4292,13,1
1955,196,14,3
1956,4306,61,3
1957,3328,47,1
1958,85,78,3
1959,2681,47,5
1960,4441,57,5
1961,2465,40,2
1962,3465,83,5
1963,466,50,3
1964,3663,62,4
1965,1721,56,2
1966,4572,18,1
1967,1451,91,5
1968,3854,70,2
1969,2738,36,2
1970,2158,66,3
1971,1164,58,4
1972,2182,91,1
1973,2250,87,2
1974,1703,76,4
1975,1939,74,1
1976,2483,37,4
1977,1017,33,2
1978,4034,5,3
1979,592,9,4
1980,4323,52,3
1981,4013,75,3
1982,558,70,5
1983,684,75,5
1984,1239,7,4
1985,1981,72,1
1986,4230,3,5
1987,1196,62,1
1988,3362,71,1
1989,2725,6,3
1990,365,54,5
1991,3344,34,5
1992,4554,77,2
1993,4677,29,2
1994,3879,84,3
1995,1525,33,3
1996,4618,82,1
1997,2442,72,5
1998,1344,54,3
1999,3780,79,3
2000,2062,84,3
2001,1159,68,3
2002,1570,22,4
2003,2356,81,4
2004,485,79,2
2005,4064,71,2
2006,144,64,2
2007,4202,68,4
2008,3540,10,5
2009,3056,64,3
2010,3000,53,4
2011,3826,39,1
2012,2433,36,2
2013,3453,41,2
2014,2719,13,5
2015,3991,62,3
2016,4040,32,4
2017,2535,1,4
2018,3994,26,4
2019,4173,82,4
2020,3577,93,1
2021,2774,4,3
2022,57,95,5
2023,3348,69,2
2024,2811,96,4
2025,295,77,1
2026,4977,99,4
2027,3046,28,5
2028,3666,2,2
2029,2782,86,2
2030,1654,7,3
2031,4310,70,4
2032,2039,58,2
2033,2134,56,3
2034,3713,57,4
2035,3287,47,4
2036,4618,17,1
2037,3682,11,2
2038,2722,95,2
2039,2526,43,4
2040,4876,83,1
2041,2706,10,5
2042,4844,78,5
2043,3502,90,4
2044,4726,39,4
2045,2954,100,2
2046,608,5,5
2047,406,71,2
2048,3470,48,4
2049,629,63,5
2050,1803,60,3
2051,1716,32,4
2052,809,28,5
2053,4322,56,1
2054,1705,69,5
2055,4336,54,1
2056,305,87,2
2057,3341,17,5
2058,3995,24,5
2059,1469,5,4
2060,4378,91,3
2061,2588,90,4
2062,1703,97,2
2063,534,25,2
2064,612,48,1
2065,3582,37,2
2066,3097,74,4
2067,1000,100,2
2068,39,77,4
2069,443,45,1
2070,3353,37,1
2071,1117,23,1
2072,4990,37,1
2073,3713,98,4
2074,4687,41,1
2075,2403,5,2
2076,2774,13,1
2077,4506,57,2
2078,2154,80,2
2079,2139,91,3
2080,4640,10,1
2081,1781,7,1
2082,4109,40,3
2083,1948,44,2
2084,872,15,3
2085,14,55,4
2086,301,2,5
2087,3133,24,2
2088,3907,70,4
2089,1922,60,4
2090,4670,3,4
2091,2522,11,3
2092,4978,70,1
2093,721,24,5
2094,4625,44,5
2095,4919,80,5
2096,3274,42,2
2097,4955,64,1
2098,282,6,3
2099,1713,67,3
2100,2694,58,5
2101,587,69,4
2102,3854,26,3
2103,4864,80,2
2104,1993,87,2
2105,1169,61,4
2106,3905,39,4
2107,242,95,3
2108,53,37,3
2109,4626,94,5
2110,2308,72,5
2111,246,29,3
2112,507,67,3
2113,4549,36,4
2114,2777,67,2
2115,2729,81,4
2116,649,16,5
2117,4633,51,1
2118,1501,99,1
2119,4786,29,1
2120,4183,78,4
2121,3762,59,3
2122,726,93,4
2123,2252,61,5
2124,963,96,1
2125,3076,73,5
2126,3843,67,4
2127,4294,14,4
2128,1912,15,3
2129,3212,72,1
2130,2833,44,1
2131,84,92,4
2132,878,12,4
2133,4162,24,5
2134,3930,29,1
2135,1036,50,1
2136,4986,77,1
2137,3299,70,4
2138,1824,49,5
2139,4069,43,5
2140,2670,25,3
2141,4078,11,4
2142,343,70,2
2143,377,67,1
2144,789,43,2
2145,3670,21,4
2146,4719,25,1
2147,3315,61,2
2148,2697,61,4
2149,3424,85,1
2150,1281,67,2
2151,3658,48,1
2152,2490,51,5
2153,899,41,5
2154,3801,31,3
2155,1922,72,1
2156,585,7,1
2157,2343,68,3
2158,1379,46,2
2159,4739,70,5
2160,3864,100,5
2161,2386,55,2
2162,3653,73,3
2163,696,29,3
2164,4291,41,2
2165,965,100,3
2166,1207,91,1
2167,2634,83,2
2168,103,22,3
2169,622,12,3
2170,3149,22,3
2171,1625,32,1
2172,710,91,5
2173,4313,44,5
2174,4477,75,4
2175,2167,74,1
2176,308,66,5
2177,2408,3,3
2178,2322,83,4
2179,1597,89,3
2180,1749,26,3
2181,4284,2,3
2182,1265,96,5
2183,2741,44,1
2184,3941,87,5
2185,2569,29,1
2186,4193,20,4
2187,929,65,2
2188,4725,46,5
2189,4197,27,3
2190,2475,70,5
2191,985,14,1
2192,794,16,3
2193,622,92,4
2194,4693,57,1
2195,1158,69,2
2196,4659,29,5
2197,3844,31,4
2198,3069,49,4
2199,4132,36,3
2200,2676,30,3
2201,3882,80,3
2202,3835,2,5
2203,4882,75,1
2204,1135,13,5
2205,3658,28,3
2206,4272,95,2
2207,3157,88,3
2208,1571,22,1
2209,1713,83,4
2210,2224,65,1
2211,3768,81,4
2212,2375,33,3
2213,217,21,3
2214,3238,79,3
2215,1938,50,5
2216,4174,97,4
2217,1600,10,1
2218,3526,33,3
2219,3257,79,3
2220,1802,53,2
2221,3940,81,3
2222,3908,100,4
2223,276,85,1
2224,1430,60,2
2225,2166,12,5
2226,914,65,2
2227,315,7,1
2228,974,88,1
2229,3041,45,4
2230,3539,29,4
2231,1955,38,1
2232,4589,33,1
2233,694,73,5
2234,26,45,2
2235,3702,23,4
2236,2723,87,3
2237,3555,81,2
2238,1314,63,5
2239,4090,33,5
2240,841,85,5
2241,3510,43,4
2242,4140,33,5
2243,2205,87,2
2244,1654,9,4
2245,1555,25,4
2246,1851,40,1
2247,4449,36,5
2248,2946,27,4
2249,2979,61,2
2250,1627,92,2
2251,3188,43,2
2252,4389,47,3
2253,4623,2,2
2254,2080,41,5
2255,3034,85,3
2256,2287,87,1
2257,763,36,2
2258,2271,26,4
2259,3235,68,3
2260,1720,23,3
2261,1186,5,5
2262,731,25,2
2263,3357,77,4
2264,3352,91,5
2265,4865,97,3
2266,2654,59,2
2267,774,38,4
2268,4886,32,2
2269,4879,66,1
2270,1169,26,5
2271,1369,76,3
2272,3710,15,2
2273,1477,13,2
2274,1070,61,5
2275,2554,35,5
2276,4927,79,4
2277,1081,12,5
2278,3454,69,3
2279,2533,54,3
2280,956,17,1
2281,1505,18,1
2282,2420,34,5
2283,1466,71,1
2284,2401,21,2
2285,2986,47,5
2286,4933,68,4
2287,500,71,1
2288,4081,94,3
2289,696,38,5
2290,4132,87,4
2291,933,59,1
2292,1902,90,5
2293,1199,21,3
2294,2135,60,2
2295,356,85,2
2296,3323,3,1
2297,2752,34,5
2298,3975,97,4
2299,443,31,5
2300,3566,23,3
2301,4246,43,4
2302,4784,52,2
2303,3185,33,4
2304,929,38,4
2305,980,53,1
2306,619,89,2
2307,4915,30,4
2308,255,57,3
2309,1158,31,1
2310,2229,53,4
2311,3998,49,3
2312,366,1,4
2313,1271,90,1
2314,902,98,5
2315,2591,99,5
2316,3107,34,1
2317,741,78,4
2318,1721,27,5
2319,4888,76,3
2320,2958,67,4
2321,198,31,1
2322,3423,50,4
2323,4409,91,5
2324,3966,54,1
2325,2508,74,5
2326,346,38,2
2327,3818,23,5
2328,4249,83,1
2329,3079,88,1
2330,4778,15,1
2331,988,89,3
2332,3248,36,3
2333,3574,27,1
2334,2510,17,2
2335,334,92,5
2336,2025,54,1
2337,4067,45,5
2338,3761,50,2
2339,4512,88,5
2340,1180,5,3
2341,880,45,4
2342,2742,97,1
2343,555,95,5
2344,3434,56,4
2345,3745,34,1
2346,3917,76,3
2347,3188,69,5
2348,2455,77,3
2349,2238,74,5
2350,2290,23,5
2351,3059,31,1
2352,2335,52,3
2353,3368,55,5
2354,1663,37,5
2355,3220,62,2
2356,2602,17,2
2357,3692,10,3
2358,3770,8,2
2359,3484,11,2
2360,168,17,3
2361,1452,73,5
2362,4147,62,1
2363,615,54,1
2364,4228,28,1
2365,181,98,3
2366,421,9,4
2367,3511,59,1
2368,62,23,2
2369,1372,66,4
2370,4082,95,4
2371,3396,86,1
2372,4113,98,2
2373,110,14,1
2374,940,96,3
2375,4794,99,4
2376,1454,18,3
2377,2779,1,1
2378,4954,30,3
2379,4455,81,3
2380,4248,76,2
2381,4779,33,5
2382,3664,54,1
2383,4931,73,4
2384,898,69,2
2385,2372,42,3
2386,2024,78,5
2387,310,77,2
2388,1436,49,5
2389,1225,86,1
2390,1965,83,2
2391,4314,32,4
2392,3616,84,1
2393,4484,28,1
2394,3494,72,4
2395,2277,73,5
2396,4650,14,5
2397,1102,24,1
2398,2115,6,2
2399,2139,43,1
2400,2665,70,3
2401,2203,69,5
2402,2270,7,5
2403,1251,87,4
2404,2490,19,3
2405,3901,1,3
2406,925,68,5
2407,1141,79,5
2408,2406,70,5
2409,3462,1,3
2410,2474,38,5
2411,2445,2,2
2412,3199,41,5
2413,1375,65,4
2414,2476,46,5
2415,686,76,5
2416,945,98,3
2417,4151,34,2
2418,4628,2,4
2419,371,57,1
2420,2495,86,3
2421,2626,72,4
2422,399,76,1
2423,2507,56,5
2424,1025,44,1
2425,4723,78,2
2426,1619,69,2
2427,4039,19,2
2428,4704,60,5
2429,4520,11,2
2430,3229,32,5
2431,257,8,3
2432,2964,43,3
2433,2543,26,2
2434,4168,76,1
2435,2466,94,1
2436,2201,67,5
2437,4328,6,5
2438,1060,22,4
2439,3461,80,1
2440,4983,95,1
2441,1448,11,3
2442,1446,42,3
2443,3544,14,1
2444,4793,38,1
2445,3381,95,2
2446,2858,95,3
2447,4997,13,3
2448,1402,16,2
2449,3939,96,5
2450,1232,15,3
2451,4689,74,4
2452,3806,56,1
2453,790,47,1
2454,903,41,4
2455,585,33,2
2456,1335,29,4
2457,2908,45,3
2458,2605,35,4
2459,520,27,3
2460,4622,15,5
2461,4033,7,1
2462,4614,8,1
2463,4057,28,2
2464,3014,11,5
2465,1815,53,1
2466,2290,76,4
2467,1454,72,4
2468,4126,80,1
2469,781,71,1
2470,2689,55,1
2471,4286,68,5
2472,3622,40,1
2473,4238,36,3
2474,508,28,4
2475,3481,49,4
2476,3390,29,4
2477,4773,99,4
2478,4265,62,5
2479,2844,85,3
2480,192,23,2
2481,2195,91,2
2482,741,87,3
2483,1809,51,5
2484,748,6,2
2485,1035,1,2
2486,215,29,5
2487,1200,85,4
2488,3661,38,5
2489,2679,13,2
2490,1505,74,4
2491,2994,58,5
2492,3355,69,5
2493,1592,22,1
2494,4501,77,3
2495,1334,18,5
2496,4671,24,5
2497,2839,73,2
2498,3468,52,1
2499,3966,67,3
2500,3791,6,4
2501,2901,39,1
2502,3051,25,1
2503,4012,78,5
2504,3019,39,1
2505,4298,30,3
2506,4925,90,3
2507,2987,1,5
2508,3514,73,3
2509,377,21,1
2510,3839,31,2
2511,1496,77,1
2512,1195,47,1
2513,521,23,5
2514,1539,65,1
2515,1219,76,2
2516,4063,3,3
2517,1274,35,3
2518,948,49,5
2519,4779,29,2
2520,135,26,3
2521,3694,57,4
2522,3749,97,2
2523,4623,94,1
2524,2572,95,2
2525,3969,1,4
2526,4581,75,4
2527,1161,65,1
2528,3114,29,3
2529,1374,78,3
2530,4599,81,1
2531,1617,93,2
2532,2150,49,2
2533,3814,33,4
2534,4337,23,1
2535,1590,77,4
2536,4260,55,4
2537,2735,59,4
2538,1247,12,5
2539,4762,67,4
2540,2183,77,2
2541,4006,37,2
2542,997,40,4
2543,4871,4,5
2544,2080,10,3
2545,1051,97,2
2546,345,88,3
2547,3033,22,1
2548,4477,37,4
2549,630,44,5
2550,1640,1,4
2551,303,13,4
2552,3625,87,4
2553,2824,68,5
2554,3687,75,2
2555,1975,34,4
2556,1584,13,4
2557,1367,31,4
2558,16,47,1
2559,458,48,4
2560,4676,74,3
2561,4467,98,3
2562,2347,15,3
2563,3705,96,3
2564,4693,22,4
2565,2316,88,2
2566,947,89,2
2567,2698,2,5
2568,2318,54,2
2569,2944,46,1
2570,2212,23,1
2571,3899,74,2
2572,4134,47,1
2573,3408,26,5
2574,1743,50,4
2575,2922,18,3
2576,4441,14,1
2577,3443,38,1
2578,3171,34,5
2579,1784,86,2
2580,1663,41,4
2581,1578,62,4
2582,3198,67,1
2583,3151,43,4
2584,2342,28,1
2585,3214,30,1
2586,1274,12,1
2587,2619,5,3
2588,1537,21,3
2589,3915,61,3
2590,101,54,4
2591,4213,75,5
2592,1349,80,2
2593,3791,95,2
2594,844,25,3
2595,2370,54,5
2596,4629,70,3
2597,4766,24,5
2598,2562,91,1
2599,3105,12,5
2600,3278,16,3
2601,1644,82,5
2602,417,84,3
2603,3689,51,3
2604,844,68,3
2605,4117,49,1
2606,2080,25,3
2607,3729,46,4
2608,3780,14,4
2609,1021,96,3
2610,1374,72,3
2611,4710,84,1
2612,551,5,5
2613,257,29,1
2614,2488,55,4
2615,546,60,3
2616,2640,98,3
2617,4519,20,2
2618,2988,87,1
2619,1255,74,5
2620,155,10,4
2621,2455,48,3
2622,4691,86,5
2623,3068,63,5
2624,3393,71,1
2625,292,51,3
2626,4796,44,5
2627,312,93,2
2628,144,27,2
2629,135,25,2
2630,1339,84,4
2631,4536,48,5
2632,3147,39,4
2633,4183,30,5
2634,4931,81,4
2635,973,32,5
2636,2317,7,2
2637,3908,40,3
2638,1687,53,2
2639,1604,90,1
2640,689,54,4
2641,3866,58,4
2642,3455,49,4
2643,2992,17,5
2644,2770,45,1
2645,1971,86,1
2646,2626,52,2
2647,2054,50,4
2648,128,34,1
2649,4585,20,4
2650,2458,7,2
2651,474,31,2
2652,1380,13,5
2653,2859,39,3
2654,4667,83,1
2655,2198,3,2
2656,1987,84,1
2657,2686,45,1
2658,2091,3,2
2659,3733,70,3
2660,3419,5,1
2661,3841,37,4
2662,965,35,5
2663,3678,31,1
2664,3464,42,5
2665,2453,79,5
2666,1262,98,2
2667,4654,43,4
2668,406,28,1
2669,3686,53,3
2670,2574,60,2
2671,2303,89,5
2672,2406,71,1
2673,4764,77,2
2674,4356,75,1
2675,3082,100,5
2676,3105,18,5
2677,4793,31,4
2678,2998,56,3
2679,219,53,4
2680,421,43,5
2681,984,100,3
2682,4556,79,3
2683,3136,71,5
2684,4477,61,1
2685,1254,98,4
2686,4659,1,2
2687,1587,78,4
2688,1014,44,1
2689,4901,39,5
2690,1690,74,1
2691,244,72,1
2692,2690,83,5
2693,282,75,1
2694,3502,1,1
2695,2719,66,5
2696,1021,61,4
2697,680,79,5
2698,964,56,3
2699,4998,36,2
2700,3809,81,3
2701,1920,68,1
2702,1808,29,5
2703,4953,2,2
2704,2393,7,1
2705,934,23,2
2706,848,33,1
2707,4476,86,3
2708,3733,75,4
2709,1326,37,2
2710,1930,58,3
2711,2013,42,1
2712,2402,32,3
2713,2378,39,4
2714,1452,56,1
2715,1240,90,5
2716,2873,41,1
2717,1043,68,5
2718,4191,26,1
2719,1298,31,1
2720,13,64,3
2721,1094,6,5
2722,992,17,2
2723,4161,67,4
2724,4422,29,4
2725,35,31,3
2726,3672,83,2
2727,4414,89,3
2728,1121,42,5
2729,4820,50,2
2730,4998,10,5
2731,3355,13,1
2732,2099,8,2
2733,2038,35,4
2734,2894,100,2
2735,4962,27,3
2736,879,23,1
2737,4193,3,2
2738,3287,65,2
2739,2292,7,5
2740,2869,96,2
2741,4999,25,3
2742,944,17,3
2743,551,16,1
2744,2105,20,3
2745,1542,20,5
2746,349,46,5
2747,4549,95,1
2748,3649,93,4
2749,2344,90,2
2750,1002,35,5
2751,4176,83,4
2752,1559,67,3
2753,1114,99,1
2754,2962,57,2
2755,4388,24,5
2756,4783,20,4
2757,2950,19,1
2758,3375,23,2
2759,3684,20,5
2760,3880,56,2
2761,3406,51,3
2762,3649,7,2
2763,3734,37,2
2764,1811,6,1
2765,955,82,3
2766,3054,16,5
2767,2626,87,4
2768,3637,23,3
2769,3953,16,2
2770,942,80,1
2771,858,72,5
2772,1253,92,5
2773,2402,49,3
2774,1607,10,3
2775,592,51,3
2776,2270,23,4
2777,587,45,3
2778,613,79,3
2779,2092,85,1
2780,589,49,2
2781,4438,53,5
2782,2598,55,2
2783,590,80,2
2784,2433,82,4
2785,3373,30,3
2786,652,36,1
2787,1163,25,3
2788,2381,35,5
2789,3955,83,1
2790,3394,72,5
2791,4635,41,1
2792,3789,67,3
2793,2996,84,1
2794,2775,15,5
2795,1514,27,4
2796,986,94,4
2797,2395,28,1
2798,1850,88,5
2799,1331,33,1
2800,995,61,1
2801,4659,96,3
2802,1227,66,3
2803,438,55,2
2804,4669,46,1
2805,4860,62,2
2806,4485,82,5
2807,1076,20,4
2808,4441,94,5
2809,4623,52,1
2810,1770,48,4
2811,783,80,4
2812,88,46,5
2813,4782,71,1
2814,2741,61,1
2815,4464,28,1
2816,378,3,5
2817,1367,83,4
2818,4300,46,2
2819,1975,73,4
2820,37,8,3
2821,1575,29,4
2822,3182,39,2
2823,3977,3,4
2824,1127,89,5
2825,618,88,3
2826,983,28,3
2827,3734,31,4
2828,3840,23,2
2829,3454,68,2
2830,4680,79,3
2831,501,26,1
2832,2706,53,1
2833,3380,80,3
2834,4752,3,1
2835,2854,11,4
2836,1961,100,5
2837,2282,49,3
2838,1575,65,1
2839,4262,4,5
2840,90,66,2
2841,1882,3,4
2842,1360,81,2
2843,1306,49,2
2844,4283,33,1
2845,2833,72,5
2846,3753,74,2
2847,4494,41,1
2848,2473,81,1
2849,3542,82,1
2850,1415,2,5
2851,1237,100,2
2852,4620,50,4
2853,4462,9,4
2854,4732,41,3
2855,3572,40,4
2856,244,80,1
2857,1300,13,2
2858,1182,47,5
2859,1886,6,1
2860,214,70,5
2861,2404,8,3
2862,375,28,4
2863,1299,89,2
2864,4507,26,3
2865,1467,31,2
2866,4589,5,3
2867,3665,96,2
2868,4934,11,4
2869,430,80,4
2870,859,78,1
2871,563,42,4
2872,1205,27,4
2873,1635,62,2
2874,3924,25,5
2875,3774,18,3
2876,1205,81,4
2877,1237,62,3
2878,1539,80,3
2879,4679,64,2
2880,4222,64,3
2881,3018,93,2
2882,4814,2,1
2883,3200,98,3
2884,1831,88,3
2885,292,1,1
2886,3955,67,1
2887,4745,15,1
2888,1164,96,4
2889,4851,49,2
2890,1599,60,4
2891,1241,59,3
2892,1751,16,1
2893,4948,94,5
2894,4266,37,5
2895,1538,95,3
2896,4269,92,1
2897,828,61,1
2898,51,33,1
2899,3272,43,3
2900,4050,38,2
2901,1605,91,1
2902,4612,3,1
2903,3486,97,2
2904,2488,85,1
2905,3016,14,1
2906,17,83,3
2907,1797,82,2
2908,44,40,5
2909,2710,16,1
2910,1179,84,5
2911,584,15,2
2912,1600,69,5
2913,4079,5,1
2914,1482,66,5
2915,3914,35,2
2916,364,18,5
2917,2103,61,4
2918,4687,13,4
2919,2540,75,5
2920,120,96,5
2921,144,67,4
2922,433,81,5
2923,3223,43,2
2924,4646,78,2
2925,4654,66,5
2926,2524,24,5
2927,2268,85,2
2928,1991,25,2
2929,4564,5,5
2930,1055,5,3
2931,2693,78,1
2932,1920,30,4
2933,3448,1,1
2934,2373,62,3
2935,3293,82,5
2936,2349,24,4
2937,2209,81,1
2938,3734,48,4
2939,3980,100,2
2940,4394,75,2
2941,2567,50,1
2942,2448,19,4
2943,4868,7,2
2944,3658,94,4
2945,1939,13,2
2946,3146,67,2
2947,531,67,3
